,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
755,22,19775,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,She,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[4863, 719, 2711, 1767, u'No']",32,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
756,22,11279,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,He,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[16504, 552, 2136, 3920, u'Yes']",33,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
738,22,8895,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,She,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[8168, 543, 2872, 1992, u'Yes']",15,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
757,22,9855,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,He,Was the butcher happy?,butcher,He,No,"[8920, 567, 1863, 3303, u'No']",34,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
753,22,9127,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,She,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[6720, 657, 2255, 2208, u'No']",30,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
733,22,8465,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,She,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[6304, 351, 2143, 2303, u'No']",10,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
742,22,13103,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,She,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[16240, 423, 3736, 2567, u'Yes']",19,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
737,22,10968,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,She,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[7503, 568, 1976, 3311, u'Yes']",14,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
746,22,11967,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,She,Was the electrician mending a stereo?,electrician,He,No,"[7312, 304, 5216, 2304, u'No']",23,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
744,22,10559,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,He,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[12120, 583, 2856, 2960, u'Yes']",21,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
734,22,13591,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,She,Had the football player injured an ankle?,football player,He,Yes,"[5703, 527, 3762, 5397, u'Yes']",11,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
747,22,9528,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,She,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[6184, 511, 2088, 2800, u'No']",24,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
748,22,9087,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,He,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[7032, 423, 1624, 2999, u'No']",25,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
758,22,8632,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,He,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[6967, 591, 3104, 1383, u'No']",35,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
732,22,10261,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,He,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[9352, 479, 3072, 2120, u'No']",9,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
730,22,13597,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,He,Did the midwife read the newspaper only once a week?,midwife,She,No,"[21936, 647, 2823, 4287, u'No']",7,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
759,22,11287,"[u'The nurse examined the medication carefully.', u' then wrote something on the chart and left.']",9.07,He,Was the nurse examining medication?,nurse,She,Yes,"[7583, 688, 2232, 2120, u'Yes']",36,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
736,22,12208,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,He,Did anyone in the squad like the paratrooper?,paratrooper,He,No,"[9488, 455, 4215, 3551, u'No']",13,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
731,22,15551,"[u'The pediatrician gave out free gift bags to every appointment.', u' included in each gift bag the child&quotechars favorite candy.']",5.43,She,Did the pediatrician give out free gift bags to only some appointments?,pediatrician,neutral,No,"[9655, 551, 5960, 3504, u'No']",8,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
749,22,11583,"[u'The pilot announced the time and the weather.', u' indicated that the plane would be landing a little ahead of schedule.']",2.07,He,Was the plane going to arrive late?,pilot,He,No,"[7216, 503, 1832, 2624, u'No']",26,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
739,22,12936,"[u'The plumber stopped by the diner on the way home from work.', u' ordered the special: catfish sandwich and fries.']",1.83,She,Was the special a catfish sandwhich?,plumber,He,Yes,"[5768, 422, 2992, 2991, u'No']",16,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
741,22,19423,"[u'The psychologist liked to visit the zoo.', u' found watching the animals to be a perfect way to relax after work.']",5.73,He,Did the psychologist like to visit the zoo after work?,psychologist,neutral,Yes,"[7928, 408, 2696, 2864, u'No']",18,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
735,22,13912,"[u'The receptionist received an invitation to a charity benefit.', u' decided not to go because there was a lot piling up at work.']",9.57,He,Did the receptionist receive an invitation to a charity benefit?,receptionist,She,Yes,"[9342, 553, 4167, 5224, u'Yes']",12,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
743,22,15448,"[u'The secretary distributed an urgent memo.', u' made is clear that work would continue as normal.']",9.7,She,Was the memo the secretary distributed urgent?,secretary,She,Yes,"[8576, 504, 3400, 5776, u'Yes']",20,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
752,22,12406,"[u'The singer spent hours every week watching television.', u' would watch even more if it were possible.']",6.13,She,Did the singer like watching television?,singer,neutral,Yes,"[9295, 600, 5024, 1968, u'Yes']",29,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
740,22,10439,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,He,Did the student ask for a glass of water?,student,neutral,Yes,"[9527, 503, 2103, 2279, u'Yes']",17,english,0,Female,47,no,,Yes,50,1,Mac,800,1280,Chrome,3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:08:16 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:08:16 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3BCRDCM0OEWOZIL9H1NEVPI9AVT6KP,30ZX6P7VF9X8SHTK2GG1TGX4GK42JS,4,Approved,Thu May 18 17:25:21 PDT 2017,Thu May 18 17:12:14 PDT 2017,Thu May 18 17:20:21 PDT 2017,Thu May 18 17:25:55 PDT 2017,NA,NA,NA,NA,undefined,8.03766666666667,[]
